id,cnvd_title,cnvd_id,cnvd_date,cnvd_level,cnvd_product,cnvd_cve_id,cnvd_bug_id,cnvd_description,cnvd_reference,cnvd_solution,cnvd_patch,cnvd_update
324,Omron CX-One堆缓冲区溢出漏洞（CNVD-2018-07872）,CNVD-2018-07872,2018/4/19,中,OMRONCX-FLnetOMRONCX-ProtocolOMRONCX-ProgrammerOMRONCX-ServerOMRONNetworkConfiguratorOMRONSwitchBoxUtilityOMRONCX-One<=4.42,CVE-2018-7514,0,OmronCX-One是日本（欧姆龙）Omron公司的一套集成工具包，其中包括了用于网络、PT、变频器、温度控制器以及PLC编程软件等。CX-FLnet等都是集成在其中的应用程序。OmronCX-One4.42及之前版本中的多个软件存在堆缓冲区溢出漏洞。远程攻击者可借助畸形的项目文件利用该漏洞执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-100-02,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：https://www.omron.com/,Omron CX-One堆缓冲区溢出漏洞（CNVD-2018-07872）的补丁,2018/4/19
325,Omron CX-One堆缓冲区溢出漏洞,CNVD-2018-07871,2018/4/19,中,OMRONCX-FLnetOMRONCX-ProtocolOMRONCX-ProgrammerOMRONCX-ServerOMRONNetworkConfiguratorOMRONSwitchBoxUtilityOMRONCX-One<=4.42,CVE-2018-8834,0,OmronCX-One是日本（欧姆龙）Omron公司的一套集成工具包，其中包括了用于网络、PT、变频器、温度控制器以及PLC编程软件等。CX-FLnet等都是集成在其中的应用程序。OmronCX-One4.42及之前版本中的多个软件存在堆缓冲区溢出漏洞。远程攻击者可借助畸形的项目文件利用该漏洞执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-100-02,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：https://www.omron.com/,Omron CX-One堆缓冲区溢出漏洞的补丁,2018/4/19
326,Schneider Electric U.motion Builder远程代码执行漏洞（CNVD-2018-07819）,CNVD-2018-07819,2018/4/18,高,SchneiderElectricU.motionBuilder<1.3.4,CVE-2018-7772,0,U.motionBuilder是法国施耐德电气（SchneiderElectric）公司的一款生成器产品。SchneiderElectricU.motionBuilderWeb服务上公开的小程序中存在远程代码执行漏洞。由于底层SQLite数据库查询受logininfo参数（可嵌入请求的HTTPcookie中）的影响，攻击者可利用漏洞执行任意代码。,https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Id=9607472623&p_File_Name=SEVD-2018-095-01+U.motion.pdf&p_Reference=SEVD-2018-095-01,用户可联系供应商获得补丁信息：https://www.schneider-electric.com/en/download/document/SE_UMOTION_BUILDER/,Schneider Electric U.motion Builder远程代码执行漏洞（CNVD-2018-07819）的补丁,2018/4/18
327,Schneider Electric U.motion Builder信息泄露漏洞（CNVD-2018-07820）,CNVD-2018-07820,2018/4/18,中,SchneiderElectricU.motionBuilder<1.3.4,CVE-2018-7775,0,U.motionBuilder是法国施耐德电气（SchneiderElectric）公司的一款生成器产品。SchneiderElectricU.motionBuilderexternalframe.php中存在信息泄露漏洞。攻击者可利用漏洞获取异常信息返回的路径信息。,https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Id=9607472623&p_File_Name=SEVD-2018-095-01+U.motion.pdf&p_Reference=SEVD-2018-095-01,用户可联系供应商获得补丁信息：https://www.schneider-electric.com/en/download/document/SE_UMOTION_BUILDER/,Schneider Electric U.motion Builder信息泄露漏洞（CNVD-2018-07820）的补丁,2018/4/18
328,Schneider Electric U.motion Builder远程代码执行漏洞（CNVD-2018-07816）,CNVD-2018-07816,2018/4/18,高,SchneiderElectricU.motionBuilder<1.3.4,CVE-2018-7777,0,U.motionBuilder是法国施耐德电气（SchneiderElectric）公司的一款生成器产品。SchneiderElectricU.motionBuilder存在远程代码执行漏洞，该漏洞是由于处理update_module.php上的update_file请求参数不足造成的。经过身份验证的远程攻击者可以通过向目标服务器发送特制的请求，从而执行任意代码。,https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Id=9607472623&p_File_Name=SEVD-2018-095-01+U.motion.pdf&p_Reference=SEVD-2018-095-01,用户可联系供应商获得补丁信息：https://www.schneider-electric.com/en/download/document/SE_UMOTION_BUILDER/,Schneider Electric U.motion Builder远程代码执行漏洞（CNVD-2018-07816）的补丁,2018/4/18
329,ATI Systems Emergency Mass Notification Systems虚假警报漏洞,CNVD-2018-07874,2018/4/19,中,ATISystemsHPSS16ATISystemsHPSS32ATISystemsMHPSSATISystemsALERT4000,CVE-2018-8862,0,ATISystems为社区，校园，工业和军事市场设计，构建和安装大众通知系统。EmergencyMassNotificationSystems是一套急救质量通知系统。ATISystemsEmergencyMassNotificationSystems未授权操作漏洞，由特制的恶意无线电传输引起的不正确的身份验证漏洞可能允许攻击者远程触发虚假警报。,https://ics-cert.us-cert.gov/advisories/ICSA-18-100-01,用户可联系供应商获得补丁信息：https://www.atisystems.co.za/,ATI Systems Emergency Mass Notification Systems虚假警报漏洞的补丁,2018/4/19
330,ATI Systems Emergency Mass Notification Systems虚假警报漏洞（CNVD-2018-07875）,CNVD-2018-07875,2018/4/19,中,ATISystemsHPSS16ATISystemsHPSS32ATISystemsMHPSSATISystemsALERT4000,CVE-2018-8864,0,ATISystems为社区，校园，工业和军事市场设计，构建和安装大众通知系统。EmergencyMassNotificationSystems是一套急救质量通知系统。ATISystemsEmergencyMassNotificationSystems存在未授权操作漏洞，由于缺少由特制恶意无线电传输引起的敏感数据漏洞加密，允许攻击者远程触发虚假警报。,https://ics-cert.us-cert.gov/advisories/ICSA-18-100-01,用户可联系供应商获得补丁信息：https://www.atisystems.co.za/,ATI Systems Emergency Mass Notification Systems虚假警报漏洞（CNVD-2018-07875）的补丁,2018/4/19
331,MXProgrammer软件存在拒绝服务漏洞,CNVD-2018-08432,2018/6/4,中,威海麦科电气技术有限公司MXProgrammer软件V1.11.0威海麦科电气技术有限公司MXProgrammer软件V1.12.5,0,0,MXProgrammer软件是威海麦科电气技术有限公司的一款windows桌面软件，用于与其公司的MX系列PLC产品进行通讯，完成程序编写、下载等功能。MXProgrammer软件存在拒绝服务漏洞。当打开一个畸形的工程文件时，由于MXResource.dll内部出现非法访问错误，可导致MXProgrammer.exe软件崩溃。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.mikom.com.cn/index.php,MXProgrammer软件存在拒绝服务漏洞,2018/4/30
332,和利时LE5109L PLC存在拒绝服务漏洞（CNVD-2018-08756）,CNVD-2018-08756,2018/5/28,高,和利时集团和利时LE系列控制器LE5109L,0,0,和利时集团是集研发、生产、销售、技术服务为一体的专业自动化公司。和利时的PLC集成以太网、PROFIBUS-DP、RS232、RS485接口，已经广泛应用于电力、化工、冶金、能源等领域。和利时LE5109LPLC存在拒绝服务漏洞。该漏洞源于和利时LE系列的PLC支持modbus协议和私有协议，攻击者可利用漏洞通过构造特定的私有数据包导致PLC拒绝服务。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.hollysys.com,和利时LE5109L PLC 存在拒绝服务漏洞,2018/5/7
333,Omron CX-One代码执行洞,CNVD-2018-07873,2018/4/19,中,OMRONCX-FLnetOMRONCX-ProtocolOMRONCX-ProgrammerOMRONCX-ServerOMRONNetworkConfiguratorOMRONSwitchBoxUtilityOMRONCX-One<=4.42,CVE-2018-7530,0,OmronCX-One是日本（欧姆龙）Omron公司的一套集成工具包，其中包括了用于网络、PT、变频器、温度控制器以及PLC编程软件等。CX-FLnet等都是集成在其中的应用程序。OmronCX-One4.42及之前版本中的多个软件存在安全漏洞。攻击者可借助畸形的项目文件利用该漏洞执行代码。,https://ics-cert.us-cert.gov/advisories/ICSA-18-100-02,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：http://www.omron.com/,Omron CX-One代码执行洞的补丁,2018/4/19
334,MXProgrammer软件存在拒绝服务漏洞,CNVD-2018-08410,2018/6/4,中,威海麦科电气技术有限公司MXProgrammerV1.12.5,0,0,MXProgrammer软件是威海麦科电气技术有限公司的一款windows桌面软件，用于与其公司的MX系列PLC产品进行通讯，完成程序编写、下载等功能。MXProgrammer软件存在拒绝服务漏洞。该漏洞是由于程序未对打开的工程文件进行有效校验所致，攻击者通过打开一个畸形的工程文件时，MXProgrammer.exe程序内部由于出现非法访问错误导致软件崩溃。,,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.mikom.com.cn/index.php,MXProgrammer软件存在拒绝服务漏洞,2018/4/27
335,SIMATIC WinCC OA Operator iOS信息泄露漏洞,CNVD-2018-07848,2018/4/19,中,SIEMENSSIMATICWinCCOAOperatoriOS,CVE-2018-4847,0,SIMATICWinCCOAOperatoriOS是能够通过移动设备轻松控制SIMATICWinCCOA设备的一个应用程序。SIMATICWinCCOAOperatoriOS存在信息泄露漏洞。允许攻击者从应用程序的目录中读取未加密的数据。此情况的先决条件是攻击者可以物理访问移动设备。,https://cert-portal.siemens.com/productcert/pdf/ssa-597741.pdf,用户可参考如下供应商提供的安全公告获得补丁信息：https://cert-portal.siemens.com/productcert/pdf/ssa-597741.pdf,SIMATIC WinCC OA Operator iOS信息泄露漏洞的补丁,2018/4/19
336,Schneider Electric InduSoft Web Studio和InTouch Machine Editiony缓冲区溢出漏洞,CNVD-2018-08447,2018/4/26,高,SchneiderElectricInduSoftWebStudio<=8.1SchneiderElectricInTouchMachineEdition<=20178.1,CVE-2018-8840,0,SchneiderElectricInduSoftWebStudio和InTouchMachineEdition都是法国施耐德电气（SchneiderElectric）公司的嵌入式HMI软件包。该产品为HMI客户端提供读取、写入标签和事件监控功能。SchneiderElectricInduSoftWebStudio8.1及之前版本和InTouchMachineEdition20178.1及之前版本中存在基于栈的缓冲区溢出漏洞。远程攻击者可通过在读取和写入标签、警报或与事件相关的操作期间发送特制的数据包利用,https://ics-cert.us-cert.gov/advisories/ICSA-18-107-01,用户可联系供应商获得补丁信息：http://software.schneider-electric.com/pdf/security-bulletin/lfsec00000125/,Schneider Electric InduSoft Web Studio和InTouch Machine Editiony缓冲区溢出漏洞的补丁,2018/4/26
337,Schneider Electric Triconex Tricon未授权操作漏洞,CNVD-2018-08448,2018/4/26,高,SchneiderElectricTriconexTriconMPmodel300810.0-10.4,CVE-2018-8872,0,TriconexTricon3008是法国施耐德电气（SchneiderElectric）公司的一款网络设备产品。SchneiderElectricTriconexTricon存在未授权操作漏洞，由于系统调用直接从控制程序区域内的存储器地址中读取，而无需任何验证。攻击者可利用漏洞在内存中的任何位置复制数据。,https://ics-cert.us-cert.gov/advisories/ICSA-18-107-02,用户可联系供应商获得补丁信息：https://ics-cert.us-cert.gov/advisories/ICSA-18-107-02,Schneider Electric Triconex Tricon未授权操作漏洞的补丁,2018/4/26
338,Vecna VGo Robot OS命令注入漏洞,CNVD-2018-08450,2018/4/26,高,"VecnaTechnologies,IncVGoRobot<3.0.3.52164",CVE-2018-8866,0,VGo是一种新的生产力改进解决方案，可让个人在遥远的地方复制自己，并可自由移动，就好像他们身在那里一样。VecnaVGoRobot3.0.3.52164之前版本中存在OS命令注入漏洞，由于OS命令中使用的特殊元件的不当中和（'OSCOMMANDINJECTION'），攻击者可利用漏洞执行命令注入。,https://ics-cert.us-cert.gov/advisories/ICSA-18-114-01,用户可联系供应商获得补丁信息：https://ics-cert.us-cert.gov/advisories/ICSA-18-114-01,Vecna VGo Robot OS命令注入漏洞的补丁,2018/4/26
339,多款Cisco Industrial Ethernet交换机跨站请求伪造漏洞,CNVD-2018-09787,2018/5/18,高,CiscoIE5000CiscoIE4010CiscoIE4000CiscoIE3010CiscoIE3000CiscoIE2000CiscoIE2000U,CVE-2018-0255,0,CiscoIndustrialEthernet（IE）2000Series等都是美国思科（Cisco）公司的不同系列的工业以太网交换机设备。多款CiscoIndustrialEthernet交换机中的设备管理器Web界面存在跨站请求伪造漏洞，该漏洞源于程序未能充分的执行跨站请求伪造保护。远程攻击者可通过诱使用户打开恶意链接或访问恶意的网站利用该漏洞执行未授权的操作。,https://securitytracker.com/id/1040715,厂商已发布了漏洞修复程序，请及时关注更新：https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-iess,多款Cisco Industrial Ethernet交换机跨站请求伪造漏洞的补丁,2018/5/18
340,MXProgrammer软件存在拒绝服务漏洞,CNVD-2018-09453,2018/6/7,中,威海麦科电气技术有限公司MXProgrammer软件V1.11.0威海麦科电气技术有限公司MXProgrammer软件V1.12.5,0,0,MXProgrammer软件是威海麦科电气技术有限公司的一款windows桌面软件，用于与其公司的MX系列PLC产品进行通讯，完成程序编写、下载等功能。MXProgrammer软件存在拒绝服务漏洞。mfc120.dll是MXProgrammer软件安装路径下的一个动态链接库，当打开一个畸形的工程文件时，由于mfc120.dll内部出现非法访问错误，导致MXProgrammer.exe软件崩溃。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.mikom.com.cn/index.php,MXProgrammer软件存在拒绝服务漏洞,2018/5/15
341,Schneider Electric U.motion Builder sendmail email_attachment参数信息泄露漏洞,CNVD-2018-07818,2018/4/18,高,SchneiderElectricU.motionBuilder<1.3.4,CVE-2018-7770,0,U.motionBuilder是法国施耐德电气（SchneiderElectric）公司的一款生成器产品。SchneiderElectricU.motionBuildersendmailemail_attachment参数于sendmail.php的处理中存在信息泄露漏洞，攻击者可利用漏洞选择任意文件发送到任意的电子邮件地址。,https://download.schneider-electric.com/files?p_enDocType=Technical+leaflet&p_File_Id=9607472623&p_File_Name=SEVD-2018-095-01+U.motion.pdf&p_Reference=SEVD-2018-095-01,用户可联系供应商获得补丁信息：https://www.schneider-electric.com/en/download/document/SE_UMOTION_BUILDER/,Schneider Electric U.motion Builder sendmail email_attachment参数信息泄露漏洞的补丁,2018/4/18
342,和利时LE5109L PLC存在拒绝服务漏洞,CNVD-2018-08757,2018/5/28,高,和利时集团和利时LE系列控制器LE5109L,0,0,和利时集团是集研发、生产、销售、技术服务为一体的专业自动化公司。和利时的PLC集成以太网、PROFIBUS-DP、RS232、RS485接口，已经广泛应用于电力、化工、冶金、能源等领域。和利时LE5109LPLC存在拒绝服务漏洞。该漏洞源于和利时LE系列的PLC支持modbus协议和私有协议，攻击者可利用漏洞通过构造特定的modbus数据包导致PLC拒绝服务。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.hollysys.com,和利时LE5109L PLC存在拒绝服务漏洞,2018/5/7
343,和利时LE5109L PLC存在缓冲区溢出漏洞,CNVD-2018-08785,2018/5/28,高,和利时集团和利时LE系列控制器LE5109L,0,0,和利时集团是集研发、生产、销售、技术服务为一体的专业自动化公司。和利时的PLC集成以太网、PROFIBUS-DP、RS232、RS485接口，已经广泛应用于电力、化工、冶金、能源等领域。和利时LE5109LPLC存在缓冲区溢出漏洞。攻击者可利用该漏洞通过构造特定的modbus网络数据包使和利时PLC发生缓冲区溢出，CPU进入故障模式，无法被ping通，一段时间后可自动重启。,,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.hollysys.com,和利时LE5109L PLC存在缓冲区溢出漏洞,2018/5/7
344,Rockwell Automation MicroLogix 1400 FRN和1100 FRN输入验证漏洞,CNVD-2018-07286,2018/4/10,低,RockwellAutomationMicroLogix1400FRN<=21.003RockwellAutomationMicroLogix1100FRN<=16.00,CVE-2017-12092,0,RockwellAutomationMicroLogix1400FRN和MicroLogix1100FRN都是美国罗克韦尔（RockwellAutomation）公司的可编程逻辑控制器产品。RockwellAutomationMicroLogix1400FRN21.003及之前版本和MicroLogix1100FRN16.00及之前版本中的内存模块功能存在输入验证漏洞。攻击者可利用该漏洞操纵该控制器向内存模块中写入程序。,ttps://ics-cert.us-cert.gov/advisories/ICSA-18-095-01,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：https://rockwellautomation.custhelp.com/,,2018/4/10
